Label;Area;X;Y;Perim.;BX;BY;Width;Height;Circ.;AR;Round;Solidity;Year
DH 216 A_2.jpg:0021-1234;400998.00;6527796.00;863259.00;84314.00;6515385.00;852448.00;24476.00;21678.00;0.71;1432.00;0.70;0.89;1997.00
DH 216 A_2.jpg:0022-1239;532055.00;6556473.00;866925.00;89569.00;6543357.00;853846.00;26573.00;25175.00;0.83;1319.00;0.76;0.95;1997.00
DH 216 A_2.jpg:0023-1244;530099.00;6587278.00;869751.00;92126.00;6572727.00;858042.00;28671.00;23776.00;0.79;1409.00;0.71;0.94;1997.00
DH 216 A_2.jpg:0024-1247;512494.00;6619976.00;872035.00;91307.00;6604895.00;861538.00;31469.00;20979.00;0.77;1612.00;0.62;0.94;1997.00
DH 216 A_2.jpg:0025-1247;350628.00;6652047.00;872412.00;73605.00;6639860.00;862937.00;24476.00;18182.00;0.81;1483.00;0.67;0.93;1997.00
DH 216 A_2.jpg:0026-1250;185828.00;6675129.00;874128.00;51947.00;6668531.00;865734.00;13287.00;16783.00;0.87;1476.00;0.68;0.96;1997.00
DH 216 A_2.jpg:0028-1252;36188.00;6688981.00;875515.00;24455.00;6686713.00;870629.00;4895.00;9790.00;0.76;2072.00;0.48;0.90;1997.00
DH 216 A_2.jpg:0029-1265;347694.00;6444211.00;884506.00;75243.00;6435664.00;871329.00;16084.00;27273.00;0.77;1897.00;0.53;0.95;1997.00
DH 216 A_2.jpg:0030-1265;531566.00;6465361.00;885198.00;89399.00;6453147.00;871329.00;23776.00;27273.00;0.84;1200.00;0.83;0.95;1997.00
DH 216 A_2.jpg:0032-1269;666047.00;6495754.00;887593.00;101676.00;6480420.00;874126.00;30769.00;26573.00;0.81;1262.00;0.79;0.95;1997.00
DH 216 A_2.jpg:0033-1272;365299.00;6526653.00;889692.00;77391.00;6516084.00;877622.00;20280.00;24476.00;0.77;1437.00;0.70;0.93;1997.00
DH 216 A_2.jpg:0034-1275;421537.00;6549968.00;892689.00;80598.00;6539161.00;880420.00;23077.00;22378.00;0.82;1206.00;0.83;0.95;1997.00
DH 216 A_2.jpg:0035-1280;429850.00;6576888.00;895705.00;81756.00;6565734.00;883217.00;23077.00;23776.00;0.81;1163.00;0.86;0.94;1997.00
DH 216 A_2.jpg:0037-1284;442075.00;6603499.00;898304.00;80358.00;6592308.00;885315.00;22378.00;25175.00;0.86;1076.00;0.93;0.95;1997.00
DH 216 A_2.jpg:0038-1284;470928.00;6631865.00;898433.00;83805.00;6618881.00;886713.00;25175.00;22378.00;0.84;1160.00;0.86;0.95;1997.00
DH 216 A_2.jpg:0039-1286;392195.00;6659840.00;899568.00;75823.00;6648951.00;888811.00;21678.00;21678.00;0.86;1076.00;0.93;0.94;1997.00
DH 216 A_2.jpg:0040-1285;157954.00;6681570.00;899698.00;50139.00;6676224.00;890210.00;11189.00;17483.00;0.79;1670.00;0.60;0.94;1997.00
DH 216 A_2.jpg:0041-1284;79710.00;6695304.00;898548.00;39360.00;6691608.00;890210.00;7692.00;16084.00;0.65;2791.00;0.36;0.90;1997.00
DH 216 A_2.jpg:0001-0825;823023.00;6412455.00;577958.00;113105.00;6395804.00;562937.00;34266.00;28671.00;0.81;1230.00;0.81;0.96;1997.00
DH 216 A_2.jpg:0005-0833;847474.00;6451293.00;582545.00;114024.00;6432168.00;569231.00;39161.00;26573.00;0.82;1518.00;0.66;0.96;1997.00
DH 216 A_2.jpg:0006-0836;700279.00;6490710.00;585516.00;101337.00;6474126.00;572727.00;32867.00;24476.00;0.86;1352.00;0.74;0.97;1997.00
DH 216 A_2.jpg:0007-0839;517385.00;6523575.00;587451.00;86432.00;6511189.00;575524.00;25874.00;23077.00;0.87;1170.00;0.85;0.97;1997.00
DH 216 A_2.jpg:0008-0842;423493.00;6552488.00;589604.00;80188.00;6540559.00;578322.00;25175.00;21678.00;0.83;1237.00;0.81;0.94;1997.00
DH 216 A_2.jpg:0009-0843;389750.00;6581590.00;590251.00;83155.00;6569231.00;580420.00;25874.00;18881.00;0.71;1397.00;0.72;0.93;1997.00
DH 216 A_2.jpg:0010-0846;294391.00;6609551.00;592259.00;68250.00;6599301.00;581818.00;18881.00;19580.00;0.79;1063.00;0.94;0.93;1997.00
DH 216 A_2.jpg:0011-0849;284121.00;6631887.00;593211.00;66103.00;6623776.00;583217.00;16084.00;20979.00;0.82;1278.00;0.78;0.94;1997.00
DH 216 A_2.jpg:0012-0850;141816.00;6648973.00;594693.00;50209.00;6644755.00;585315.00;8392.00;18881.00;0.71;2341.00;0.43;0.94;1997.00
DH 216 A_2.jpg:0002-0145;443542.00;6472378.00;102495.00;81587.00;6458741.00;91608.00;27273.00;20280.00;0.84;1524.00;0.66;0.96;1997.00
DH 216 A_2.jpg:0003-0148;542325.00;6504767.00;103881.00;93694.00;6489510.00;92308.00;31469.00;22378.00;0.78;1582.00;0.63;0.94;1997.00
DH 216 A_2.jpg:0006-0152;359431.00;6534948.00;106376.00;78380.00;6523776.00;96503.00;23077.00;20280.00;0.74;1349.00;0.74;0.90;1997.00
DH 216 A_2.jpg:0007-0156;294391.00;6560105.00;109882.00;68010.00;6550350.00;100000.00;20280.00;18881.00;0.80;1077.00;0.93;0.92;1997.00
DH 216 A_2.jpg:0008-0161;216147.00;6582228.00;113132.00;56652.00;6574825.00;102797.00;13986.00;19580.00;0.85;1495.00;0.67;0.94;1997.00
DH 216 A_2.jpg:0009-0164;340359.00;6621916.00;114585.00;71966.00;6610490.00;104196.00;22378.00;20979.00;0.83;1506.00;0.66;0.95;1997.00
DH 216 A_2.jpg:0010-0164;223483.00;6600077.00;115096.00;58870.00;6592308.00;105594.00;16783.00;18182.00;0.81;1535.00;0.65;0.93;1997.00
DH 216 A_2.jpg:0012-0167;305638.00;6648745.00;117238.00;67841.00;6637762.00;108392.00;22378.00;17483.00;0.84;1595.00;0.63;0.96;1997.00
DH 216 A_2.jpg:0013-0170;350628.00;6677022.00;119264.00;75003.00;6664336.00;109790.00;24476.00;18881.00;0.78;1638.00;0.61;0.94;1997.00
DH 216 A_2.jpg:0014-0173;248912.00;6702052.00;121058.00;61088.00;6693706.00;111888.00;16783.00;18881.00;0.84;1159.00;0.86;0.94;1997.00
DH 216 A_2.jpg:0016-0175;109052.00;6719002.00;122508.00;41578.00;6714685.00;114685.00;9091.00;15385.00;0.79;1908.00;0.52;0.93;1997.00
DH 216 A_2.jpg:0017-0182;529121.00;6470050.00;126579.00;91787.00;6456643.00;116084.00;28671.00;23077.00;0.79;1379.00;0.73;0.94;1997.00
DH 216 A_2.jpg:0018-0187;723752.00;6504092.00;130934.00;104374.00;6487413.00;118182.00;32867.00;25175.00;0.84;1326.00;0.75;0.96;1997.00
DH 216 A_2.jpg:0019-0191;762384.00;6542151.00;132954.00;111806.00;6524476.00;120280.00;37063.00;26573.00;0.77;1506.00;0.66;0.93;1997.00
DH 216 A_2.jpg:0020-0179;13204.00;6727830.00;125628.00;19100.00;6726573.00;120979.00;2797.00;8392.00;0.46;3911.00;0.26;0.77;1997.00
DH 216 A_2.jpg:0021-0195;283143.00;6573459.00;137349.00;74834.00;6565035.00;125874.00;16783.00;21678.00;0.64;1214.00;0.82;0.92;1997.00
DH 216 A_2.jpg:0022-0196;330579.00;6593418.00;137643.00;69239.00;6584615.00;126573.00;18881.00;21678.00;0.87;1155.00;0.87;0.95;1997.00
DH 216 A_2.jpg:0023-0199;386327.00;6617164.00;139617.00;76162.00;6606993.00;127972.00;20979.00;22378.00;0.84;1023.00;0.98;0.94;1997.00
DH 216 A_2.jpg:0024-0202;429850.00;6645022.00;141462.00;81827.00;6632867.00;131469.00;25175.00;20280.00;0.81;1232.00;0.81;0.95;1997.00
DH 216 A_2.jpg:0025-0205;317375.00;6673329.00;143826.00;68830.00;6663636.00;133566.00;20280.00;19580.00;0.84;1089.00;0.92;0.94;1997.00
DH 216 A_2.jpg:0026-0207;189251.00;6694880.00;144391.00;52526.00;6688112.00;136364.00;13986.00;16783.00;0.86;1285.00;0.78;0.94;1997.00
DH 216 A_2.jpg:0027-0210;84601.00;6711854.00;146592.00;37142.00;6706993.00;140559.00;9790.00;12587.00;0.77;1636.00;0.61;0.89;1997.00
DH 216 A_2.jpg:0028-0211;22495.00;6723670.00;147978.00;28651.00;6721678.00;141259.00;4196.00;12587.00;0.34;5578.00;0.18;0.73;1997.00
DH 216 A_2.jpg:0001-0595;671426.00;6467909.00;416324.00;100518.00;6453147.00;402098.00;28671.00;28671.00;0.84;1146.00;0.87;0.95;1997.00
DH 216 A_2.jpg:0002-0597;840628.00;6433344.00;417615.00;124902.00;6413986.00;404196.00;38462.00;27273.00;0.68;1537.00;0.65;0.91;1997.00
DH 216 A_2.jpg:0003-0601;638662.00;6500707.00;420494.00;101507.00;6484615.00;406993.00;32168.00;26573.00;0.78;1609.00;0.62;0.94;1997.00
DH 216 A_2.jpg:0004-0602;563842.00;6533539.00;420950.00;91377.00;6520280.00;408392.00;27273.00;25175.00;0.85;1368.00;0.73;0.97;1997.00
DH 216 A_2.jpg:0005-0603;486576.00;6563353.00;422002.00;85133.00;6550350.00;409790.00;25175.00;24476.00;0.84;1204.00;0.83;0.95;1997.00
DH 216 A_2.jpg:0006-0606;303193.00;6589155.00;424915.00;71288.00;6580420.00;413986.00;18182.00;20280.00;0.75;1075.00;0.93;0.93;1997.00
DH 216 A_2.jpg:0007-0613;322754.00;6612707.00;428654.00;70228.00;6603497.00;418182.00;18182.00;21678.00;0.82;1264.00;0.79;0.95;1997.00
DH 216 A_2.jpg:0008-0616;330579.00;6636469.00;430899.00;71387.00;6626573.00;420979.00;20280.00;20280.00;0.82;1168.00;0.86;0.94;1997.00
DH 216 A_2.jpg:0009-0620;116876.00;6656484.00;434136.00;44375.00;6651748.00;425874.00;9091.00;16084.00;0.75;1919.00;0.52;0.92;1997.00
DH 216 A_2.jpg:0010-0622;29830.00;6667012.00;434833.00;28891.00;6665734.00;428671.00;2797.00;13287.00;0.45;4565.00;0.22;0.90;1997.00
DH 216 A_2.jpg:0001-2185;479730.00;6776952.00;1528301.00;83805.00;6765035.00;1516084.00;23776.00;24476.00;0.86;1241.00;0.81;0.96;1998.00
DH 216 A_2.jpg:0002-2189;374101.00;6801978.00;1531381.00;77221.00;6792308.00;1518881.00;20280.00;23776.00;0.79;1474.00;0.68;0.95;1998.00
DH 216 A_2.jpg:0003-2190;358453.00;6823770.00;1531349.00;75992.00;6813986.00;1518881.00;18182.00;25874.00;0.78;1688.00;0.59;0.95;1998.00
DH 216 A_2.jpg:0004-2191;105140.00;6840138.00;1532596.00;54575.00;6837063.00;1520979.00;6993.00;23077.00;0.44;4225.00;0.24;0.87;1998.00
DH 216 A_2.jpg:0001-1810;540858.00;6768460.00;1266176.00;89978.00;6757343.00;1251748.00;22378.00;27972.00;0.84;1270.00;0.79;0.96;1998.00
DH 216 A_2.jpg:0002-1815;311507.00;6792032.00;1269545.00;68660.00;6784615.00;1257343.00;15385.00;24476.00;0.83;1650.00;0.61;0.95;1998.00
DH 216 A_2.jpg:0003-1817;202944.00;6808628.00;1271161.00;59929.00;6802797.00;1259441.00;11189.00;23077.00;0.71;2150.00;0.47;0.93;1998.00
DH 216 A_2.jpg:0004-1817;140838.00;6822198.00;1270610.00;54575.00;6818182.00;1259441.00;8392.00;22378.00;0.59;3110.00;0.32;0.89;1998.00
DH 216 A_2.jpg:0005-1855;391706.00;6764685.00;1297522.00;76402.00;6754545.00;1286014.00;20280.00;23077.00;0.84;1152.00;0.87;0.95;1998.00
DH 216 A_2.jpg:0006-1858;276786.00;6786900.00;1299434.00;65863.00;6779021.00;1288811.00;15385.00;21678.00;0.80;1526.00;0.66;0.94;1998.00
DH 216 A_2.jpg:0007-1858;202944.00;6804096.00;1300095.00;55324.00;6798601.00;1289510.00;11189.00;20280.00;0.83;1783.00;0.56;0.97;1998.00
DH 216 A_2.jpg:0008-1858;169201.00;6819663.00;1299133.00;52766.00;6813986.00;1289510.00;10490.00;19580.00;0.76;1887.00;0.53;0.94;1998.00
DH 216 A_2.jpg:0001-1944;475329.00;6789657.00;1360075.00;87831.00;6779720.00;1345455.00;20280.00;28671.00;0.77;1496.00;0.67;0.95;1998.00
DH 216 A_2.jpg:0002-1944;650888.00;6760541.00;1359842.00;98540.00;6745455.00;1346154.00;29371.00;26573.00;0.84;1135.00;0.88;0.95;1998.00
DH 216 A_2.jpg:0003-1947;326666.00;6811124.00;1360647.00;74494.00;6803497.00;1348252.00;14685.00;26573.00;0.74;1897.00;0.53;0.95;1998.00
DH 216 A_2.jpg:0004-1947;141327.00;6826187.00;1360410.00;61737.00;6822378.00;1348252.00;7692.00;26573.00;0.47;4150.00;0.24;0.83;1998.00
DH 216 A_2.jpg:0005-1948;109052.00;6836977.00;1362296.00;51777.00;6833566.00;1351049.00;6294.00;23077.00;0.51;3718.00;0.27;0.92;1998.00
DH 216 A_2.jpg:0001-1759;423004.00;6756744.00;1229970.00;80018.00;6746154.00;1217483.00;20280.00;25874.00;0.83;1405.00;0.71;0.96;1998.00
DH 216 A_2.jpg:0002-1764;359920.00;6779352.00;1234059.00;76981.00;6771329.00;1220280.00;16084.00;27273.00;0.76;1802.00;0.56;0.95;1998.00
DH 216 A_2.jpg:0003-1767;299281.00;6798467.00;1236497.00;72446.00;6791608.00;1222378.00;14685.00;26573.00;0.72;2107.00;0.48;0.94;1998.00
DH 216 A_2.jpg:0004-1769;275319.00;6816333.00;1236599.00;71288.00;6809091.00;1223776.00;13287.00;26573.00;0.68;2206.00;0.45;0.93;1998.00
DH 216 A_2.jpg:0001-1361;362365.00;6727922.00;952826.00;81347.00;6714685.00;942657.00;26573.00;18881.00;0.69;1825.00;0.55;0.92;1998.00
DH 216 A_2.jpg:0002-1365;294880.00;6757285.00;954611.00;66103.00;6746154.00;946853.00;21678.00;16084.00;0.85;1448.00;0.69;0.95;1998.00
DH 216 A_2.jpg:0003-1368;182405.00;6780377.00;956586.00;50718.00;6772727.00;948951.00;14685.00;15385.00;0.89;1111.00;0.90;0.94;1998.00
DH 216 A_2.jpg:0004-1370;90958.00;6795868.00;958155.00;39020.00;6791608.00;951049.00;7692.00;14685.00;0.75;2107.00;0.47;0.93;1998.00
DH 216 A_2.jpg:0005-1402;476307.00;6732758.00;980595.00;89159.00;6719580.00;969231.00;25874.00;23077.00;0.75;1341.00;0.75;0.94;1998.00
DH 216 A_2.jpg:0006-1404;331557.00;6758447.00;982115.00;70878.00;6748951.00;971329.00;18881.00;21678.00;0.83;1340.00;0.75;0.95;1998.00
DH 216 A_2.jpg:0007-1406;250868.00;6779282.00;983170.00;67021.00;6771329.00;973427.00;16084.00;20280.00;0.70;1462.00;0.68;0.90;1998.00
DH 216 A_2.jpg:0008-1408;177026.00;6796322.00;984830.00;54914.00;6790909.00;974825.00;10490.00;20280.00;0.74;1977.00;0.51;0.94;1998.00
DH 216 A_2.jpg:0001-0967;567754.00;6674367.00;676750.00;91377.00;6662937.00;661538.00;22378.00;30070.00;0.85;1364.00;0.73;0.96;1998.00
DH 216 A_2.jpg:0002-0972;459680.00;6699906.00;679511.00;82646.00;6690210.00;666434.00;19580.00;26573.00;0.85;1391.00;0.72;0.96;1998.00
DH 216 A_2.jpg:0003-0977;296836.00;6721590.00;683587.00;67092.00;6714685.00;671329.00;13986.00;24476.00;0.83;1772.00;0.56;0.96;1998.00
DH 216 A_2.jpg:0004-0979;167734.00;6738430.00;684957.00;63136.00;6734266.00;672028.00;8392.00;25175.00;0.53;3408.00;0.29;0.86;1998.00
DH 216 A_2.jpg:0001-1100;465548.00;6689538.00;769339.00;83565.00;6678322.00;755944.00;21678.00;26573.00;0.84;1418.00;0.71;0.96;1998.00
DH 216 A_2.jpg:0002-1103;430339.00;6713978.00;772286.00;85952.00;6704196.00;757343.00;19580.00;28671.00;0.73;1704.00;0.59;0.93;1998.00
DH 216 A_2.jpg:0003-1106;320798.00;6736496.00;774315.00;75823.00;6727972.00;760839.00;17483.00;25874.00;0.70;1886.00;0.53;0.93;1998.00
DH 216 A_2.jpg:0004-1109;176048.00;6752246.00;775054.00;65283.00;6746853.00;762238.00;11189.00;26573.00;0.52;3742.00;0.27;0.91;1998.00
DH 216 A_2.jpg:0001-0853;530588.00;6670600.00;596755.00;88820.00;6658042.00;584615.00;25175.00;24476.00;0.85;1149.00;0.87;0.96;1998.00
DH 216 A_2.jpg:0002-0857;437185.00;6698895.00;599952.00;84384.00;6687413.00;587413.00;23077.00;23776.00;0.77;1057.00;0.95;0.94;1998.00
DH 216 A_2.jpg:0003-0863;346716.00;6725294.00;603598.00;71867.00;6716084.00;592308.00;18881.00;22378.00;0.84;1165.00;0.86;0.95;1998.00
DH 216 A_2.jpg:0004-0866;128613.00;6745089.00;605771.00;49969.00;6740559.00;595804.00;8392.00;19580.00;0.65;2753.00;0.36;0.91;1998.00
DH 216 A_2.jpg:0001-1293;930119.00;6806761.00;903844.00;117880.00;6790909.00;886014.00;30070.00;37063.00;0.84;1377.00;0.73;0.97;1999.00
DH 216 A_2.jpg:0002-1297;845518.00;6839680.00;906897.00;112526.00;6825175.00;889510.00;27972.00;35664.00;0.84;1316.00;0.76;0.97;1999.00
DH 216 A_2.jpg:0003-1296;425938.00;6890590.00;906230.00;92536.00;6881818.00;889510.00;18182.00;34266.00;0.63;2463.00;0.41;0.92;1999.00
DH 216 A_2.jpg:0004-1299;574600.00;6869160.00;909555.00;100108.00;6858741.00;893007.00;23077.00;30769.00;0.72;1394.00;0.72;0.94;1999.00
DH 216 A_2.jpg:0005-1299;142794.00;6906428.00;908281.00;70708.00;6902098.00;893706.00;9091.00;30070.00;0.36;5277.00;0.19;0.80;1999.00
DH 216 A_2.jpg:0006-1301;157954.00;6918913.00;909441.00;62896.00;6914685.00;895804.00;8392.00;27972.00;0.50;3919.00;0.26;0.89;1999.00
DH 216 A_2.jpg:0001-1375;373123.00;6811505.00;960687.00;76812.00;6802797.00;948252.00;17483.00;27273.00;0.80;1593.00;0.63;0.95;1999.00
DH 216 A_2.jpg:0002-1371;329600.00;6831340.00;958513.00;70129.00;6822378.00;948252.00;18182.00;20979.00;0.84;1242.00;0.81;0.95;1999.00
DH 216 A_2.jpg:0003-1371;400509.00;6855026.00;958786.00;80258.00;6844056.00;948252.00;21678.00;20979.00;0.78;1087.00;0.92;0.93;1999.00
DH 216 A_2.jpg:0004-1372;418602.00;6880310.00;959578.00;78041.00;6869231.00;948252.00;21678.00;22378.00;0.86;1146.00;0.87;0.96;1999.00
DH 216 A_2.jpg:0005-1376;262605.00;6902843.00;962302.00;61088.00;6895105.00;951748.00;14685.00;20979.00;0.88;1380.00;0.73;0.96;1999.00
DH 216 A_2.jpg:0006-1379;175070.00;6919248.00;963515.00;54504.00;6913986.00;953846.00;10490.00;20979.00;0.74;2003.00;0.50;0.93;1999.00
DH 216 A_2.jpg:0007-1389;106118.00;6931763.00;972410.00;47991.00;6927972.00;961538.00;7692.00;19580.00;0.58;2958.00;0.34;0.91;1999.00
DH 216 A_2.jpg:0001-1023;367744.00;6764281.00;715658.00;75653.00;6753147.00;705594.00;22378.00;20280.00;0.81;1236.00;0.81;0.94;1999.00
DH 216 A_2.jpg:0002-1025;356008.00;6787150.00;716860.00;75074.00;6776923.00;706294.00;20280.00;21678.00;0.79;1269.00;0.79;0.95;1999.00
DH 216 A_2.jpg:0003-1027;339381.00;6807969.00;718474.00;72616.00;6799301.00;706294.00;17483.00;24476.00;0.81;1464.00;0.68;0.94;1999.00
DH 216 A_2.jpg:0004-1028;329111.00;6827846.00;719202.00;69889.00;6819580.00;708392.00;18182.00;20979.00;0.85;1252.00;0.80;0.96;1999.00
DH 216 A_2.jpg:0005-1032;271896.00;6848796.00;721838.00;63136.00;6841259.00;711888.00;15385.00;19580.00;0.86;1300.00;0.77;0.96;1999.00
DH 216 A_2.jpg:0006-1034;114431.00;6864626.00;723343.00;43795.00;6860839.00;714685.00;7692.00;16783.00;0.75;2133.00;0.47;0.96;1999.00
DH 216 A_2.jpg:0007-1034;48902.00;6874909.00;722140.00;35644.00;6872727.00;715385.00;4196.00;15385.00;0.48;3797.00;0.26;0.85;1999.00
DH 216 A_2.jpg:0008-1035;35210.00;6881099.00;724136.00;30049.00;6879021.00;717483.00;4196.00;13287.00;0.49;3989.00;0.25;0.85;1999.00
DH 216 A_2.jpg:0002-0866;568732.00;6766825.00;605703.00;93694.00;6753846.00;593007.00;26573.00;25874.00;0.81;1066.00;0.94;0.94;1999.00
DH 216 A_2.jpg:0004-0872;487554.00;6795126.00;609911.00;87181.00;6783217.00;597902.00;23776.00;23776.00;0.81;1060.00;0.94;0.96;1999.00
DH 216 A_2.jpg:0005-0876;400509.00;6822019.00;612918.00;77052.00;6811888.00;600699.00;20280.00;23776.00;0.85;1093.00;0.92;0.95;1999.00
DH 216 A_2.jpg:0006-0879;179960.00;6842002.00;615284.00;57062.00;6837063.00;604196.00;10490.00;21678.00;0.70;2079.00;0.48;0.93;1999.00
DH 216 A_2.jpg:0007-0880;102205.00;6854594.00;615741.00;46183.00;6851049.00;605594.00;6993.00;19580.00;0.60;3192.00;0.31;0.93;1999.00
DH 216 A_2.jpg:0008-0881;58683.00;6864400.00;616282.00;38201.00;6861538.00;607692.00;5594.00;16783.00;0.51;3943.00;0.25;0.87;1999.00
DH 216 A_2.jpg:0009-0885;33742.00;6873432.00;619261.00;30049.00;6871329.00;612587.00;4196.00;13287.00;0.47;4342.00;0.23;0.86;1999.00
DH 216 A_2.jpg:0001-0558;445499.00;6772031.00;390836.00;85882.00;6759441.00;379720.00;25874.00;21678.00;0.76;1376.00;0.73;0.94;1999.00
DH 216 A_2.jpg:0002-0566;332535.00;6800016.00;395655.00;71048.00;6790210.00;385315.00;19580.00;20979.00;0.83;1262.00;0.79;0.94;1999.00
DH 216 A_2.jpg:0003-0569;323732.00;6823561.00;398459.00;68830.00;6813986.00;388112.00;18881.00;20280.00;0.86;1210.00;0.83;0.96;1999.00
DH 216 A_2.jpg:0004-0572;233263.00;6845823.00;400298.00;57301.00;6838462.00;390909.00;14685.00;18182.00;0.89;1244.00;0.80;0.96;1999.00
DH 216 A_2.jpg:0005-0573;77265.00;6862556.00;400938.00;34585.00;6858741.00;394406.00;7692.00;13287.00;0.81;1833.00;0.55;0.91;1999.00
DH 216 A_2.jpg:0006-0578;56237.00;6874792.00;404320.00;30219.00;6872028.00;397902.00;5594.00;12587.00;0.77;2196.00;0.46;0.92;1999.00
DH 216 A_2.jpg:0001-0392;484620.00;6786364.00;275149.00;87111.00;6776224.00;258741.00;20280.00;30769.00;0.80;1528.00;0.65;0.95;1999.00
DH 216 A_2.jpg:0002-0397;418113.00;6808785.00;277960.00;79679.00;6799301.00;265035.00;18182.00;25874.00;0.83;1427.00;0.70;0.97;1999.00
DH 216 A_2.jpg:0003-0399;518852.00;6832211.00;279170.00;88000.00;6821678.00;265035.00;21678.00;27972.00;0.84;1303.00;0.77;0.96;1999.00
DH 216 A_2.jpg:0004-0400;241088.00;6852831.00;279649.00;66103.00;6846853.00;267832.00;12587.00;24476.00;0.69;2259.00;0.44;0.93;1999.00
DH 216 A_2.jpg:0005-0402;73353.00;6866592.00;281907.00;43626.00;6863636.00;272028.00;5594.00;18881.00;0.48;4303.00;0.23;0.89;1999.00
DH 216 A_2.jpg:0006-0402;66018.00;6876330.00;281318.00;42806.00;6873427.00;272028.00;5594.00;18881.00;0.45;4829.00;0.21;0.87;1999.00
DH 216 A_2.jpg:0001-1478;515918.00;6831382.00;1034135.00;87930.00;6818881.00;1020979.00;25175.00;25175.00;0.84;1026.00;0.97;0.94;1999.00
DH 216 A_2.jpg:0002-1481;400509.00;6857589.00;1037004.00;76642.00;6846853.00;1025175.00;22378.00;21678.00;0.86;1108.00;0.90;0.96;1999.00
DH 216 A_2.jpg:0003-1481;426427.00;6886466.00;1036842.00;81996.00;6874825.00;1025175.00;23776.00;21678.00;0.80;1178.00;0.85;0.93;1999.00
DH 216 A_2.jpg:0004-1484;402954.00;6915660.00;1037974.00;76642.00;6903497.00;1027972.00;23776.00;20280.00;0.86;1275.00;0.78;0.96;1999.00
DH 216 A_2.jpg:0005-1485;116876.00;6935988.00;1038647.00;44784.00;6932168.00;1029371.00;7692.00;18182.00;0.73;2420.00;0.41;0.95;1999.00
DH 216 A_2.jpg:0006-1483;45479.00;6945511.00;1037390.00;30869.00;6943357.00;1030769.00;4196.00;13287.00;0.60;3581.00;0.28;0.91;1999.00
DH 216 A_2.jpg:0007-1484;38633.00;6952691.00;1038439.00;32267.00;6951049.00;1030769.00;3497.00;14685.00;0.47;4478.00;0.22;0.91;1999.00
DH 216 A_2.jpg:0008-1517;369700.00;6831024.00;1061718.00;73505.00;6820280.00;1051748.00;22378.00;18881.00;0.86;1240.00;0.81;0.96;1999.00
DH 216 A_2.jpg:0009-1520;331557.00;6855992.00;1062867.00;68900.00;6846154.00;1053147.00;19580.00;19580.00;0.88;1061.00;0.94;0.96;1999.00
DH 216 A_2.jpg:0010-1522;378992.00;6881836.00;1064260.00;73845.00;6870629.00;1054545.00;22378.00;20280.00;0.87;1201.00;0.83;0.96;1999.00
DH 216 A_2.jpg:0011-1523;311507.00;6906186.00;1065486.00;67501.00;6897902.00;1054545.00;17483.00;20979.00;0.86;1184.00;0.85;0.96;1999.00
DH 216 A_2.jpg:0012-1522;184361.00;6926420.00;1064274.00;51128.00;6919580.00;1055944.00;13287.00;16783.00;0.89;1335.00;0.75;0.95;1999.00
DH 216 A_2.jpg:0013-1523;80689.00;6958989.00;1065537.00;39020.00;6955944.00;1057343.00;6993.00;15385.00;0.67;2640.00;0.38;0.91;1999.00
DH 216 A_2.jpg:0014-1525;88024.00;6940983.00;1066581.00;39190.00;6937063.00;1058741.00;7692.00;15385.00;0.72;2044.00;0.49;0.91;1999.00
DH 216 A_2.jpg:0015-1524;25918.00;6951135.00;1066414.00;25684.00;6949650.00;1060140.00;3497.00;11189.00;0.49;4055.00;0.25;0.87;1999.00
DH 216 A_2.jpg:0001-2191;631327.00;6860916.00;1532490.00;99189.00;6847552.00;1517483.00;25874.00;29371.00;0.81;1239.00;0.81;0.95;1999.00
DH 216 A_2.jpg:0002-2192;474840.00;6888380.00;1533512.00;83875.00;6877622.00;1520280.00;21678.00;25175.00;0.85;1215.00;0.82;0.96;1999.00
DH 216 A_2.jpg:0003-2192;427405.00;6913819.00;1533580.00;82745.00;6903497.00;1520280.00;21678.00;25874.00;0.78;1398.00;0.72;0.95;1999.00
DH 216 A_2.jpg:0004-2193;89980.00;6970170.00;1534429.00;53925.00;6967133.00;1522378.00;6993.00;23077.00;0.39;4417.00;0.23;0.73;1999.00
DH 216 A_2.jpg:0005-2195;400509.00;6938757.00;1534293.00;79439.00;6927972.00;1523077.00;20979.00;23776.00;0.80;1293.00;0.77;0.94;1999.00
DH 216 A_2.jpg:0006-2195;180449.00;6958509.00;1534672.00;56143.00;6953147.00;1524476.00;10490.00;20979.00;0.72;2251.00;0.44;0.94;1999.00
DH 216 A_2.jpg:0001-2057;741357.00;6852574.00;1438571.00;103724.00;6838462.00;1423077.00;27972.00;31469.00;0.87;1121.00;0.89;0.96;1999.00
DH 216 A_2.jpg:0002-2058;667025.00;6882569.00;1439430.00;98949.00;6869930.00;1423776.00;25175.00;31469.00;0.86;1193.00;0.84;0.96;1999.00
